window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max
4H,decay,psi,var_8,5,2025-01-07 12:00:00,2025-01-07 20:00:00,0 days 08:00:00,0.3371093690731796
4H,decay,psi,var_8,6,2025-01-08 12:00:00,2025-01-08 16:00:00,0 days 04:00:00,0.27585650082398033
4H,decay,psi,var_8,7,2025-01-09 08:00:00,2025-01-09 12:00:00,0 days 04:00:00,0.24395738508324388
4H,decay,psi,var_8,8,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.33115891309958523
4H,decay,psi,var_8,9,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.20362024757822372
4H,decay,psi,var_8,10,2025-01-15 12:00:00,2025-01-20 20:00:00,5 days 08:00:00,12.433835163691871
4H,decay,psi,var_9,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.2060332983957735
4H,decay,psi,var_9,2,2025-01-01 20:00:00,2025-01-02 00:00:00,0 days 04:00:00,0.26786274851302877
4H,decay,psi,var_9,3,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.2017854314590769
4H,decay,psi,var_9,4,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.36643518739374503
4H,decay,psi,var_9,5,2025-01-07 00:00:00,2025-01-07 08:00:00,0 days 08:00:00,0.5758408824271327
4H,decay,psi,var_9,6,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.3443034461194229
4H,decay,psi,var_9,7,2025-01-11 00:00:00,2025-01-11 04:00:00,0 days 04:00:00,0.23774022960195945
4H,decay,psi,var_9,8,2025-01-11 08:00:00,2025-01-20 20:00:00,9 days 12:00:00,11.119680018708998
4H,decay,wasserstein,var_1,1,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.31747939033072436
4H,decay,wasserstein,var_1,2,2025-01-13 08:00:00,2025-01-20 20:00:00,7 days 12:00:00,3.084201811660744
4H,decay,wasserstein,var_10,1,2025-01-06 08:00:00,2025-01-20 20:00:00,14 days 12:00:00,3.777826272901857
4H,decay,wasserstein,var_2,1,2025-01-16 04:00:00,2025-01-20 20:00:00,4 days 16:00:00,2.492816442156954
4H,decay,wasserstein,var_3,1,2025-01-15 04:00:00,2025-01-15 08:00:00,0 days 04:00:00,0.2732261656676412
4H,decay,wasserstein,var_3,2,2025-01-15 12:00:00,2025-01-20 20:00:00,5 days 08:00:00,3.1949737242614407
4H,decay,wasserstein,var_4,1,2025-01-02 00:00:00,2025-01-02 04:00:00,0 days 04:00:00,0.24223342205304044
4H,decay,wasserstein,var_4,2,2025-01-10 16:00:00,2025-01-20 20:00:00,10 days 04:00:00,6.166579848352425
4H,decay,wasserstein,var_5,1,2025-01-15 16:00:00,2025-01-20 20:00:00,5 days 04:00:00,2.3174678374608595
4H,decay,wasserstein,var_6,1,2025-01-11 12:00:00,2025-01-20 20:00:00,9 days 08:00:00,2.4528560223124543
4H,decay,wasserstein,var_7,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.2625246167558196
4H,decay,wasserstein,var_7,2,2025-01-02 16:00:00,2025-01-04 12:00:00,1 days 20:00:00,1.2900463470926835
4H,decay,wasserstein,var_7,3,2025-01-04 20:00:00,2025-01-05 00:00:00,0 days 04:00:00,0.5743205293573335
4H,decay,wasserstein,var_7,4,2025-01-05 04:00:00,2025-01-05 12:00:00,0 days 08:00:00,0.5403347388906763
4H,decay,wasserstein,var_7,5,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.3787571715868036
4H,decay,wasserstein,var_7,6,2025-01-06 04:00:00,2025-01-06 12:00:00,0 days 08:00:00,0.5251095185471004
4H,decay,wasserstein,var_7,7,2025-01-08 12:00:00,2025-01-08 16:00:00,0 days 04:00:00,0.33479261074913724
4H,decay,wasserstein,var_7,8,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.32430230652804426
4H,decay,wasserstein,var_7,9,2025-01-13 00:00:00,2025-01-13 04:00:00,0 days 04:00:00,0.36556514487091224
4H,decay,wasserstein,var_7,10,2025-01-13 08:00:00,2025-01-20 20:00:00,7 days 12:00:00,2.956468155448214
4H,decay,wasserstein,var_8,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.27934630886910256
4H,decay,wasserstein,var_8,2,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.273604222988893
4H,decay,wasserstein,var_8,3,2025-01-15 12:00:00,2025-01-20 20:00:00,5 days 08:00:00,4.566749095446088
4H,decay,wasserstein,var_9,1,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.2569557019053953
4H,decay,wasserstein,var_9,2,2025-01-07 00:00:00,2025-01-07 04:00:00,0 days 04:00:00,0.26768335984375247
4H,decay,wasserstein,var_9,3,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.273574281758415
4H,decay,wasserstein,var_9,4,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.3783904646841125
4H,decay,wasserstein,var_9,5,2025-01-11 20:00:00,2025-01-20 20:00:00,9 days 00:00:00,2.331928360503542
4H,golden,ks,var_1,1,2025-01-01 12:00:00,2025-01-02 00:00:00,0 days 12:00:00,0.2500795297372061
4H,golden,ks,var_1,2,2025-01-02 16:00:00,2025-01-02 20:00:00,0 days 04:00:00,0.2376832641770401
4H,golden,ks,var_1,3,2025-01-03 00:00:00,2025-01-03 04:00:00,0 days 04:00:00,0.22355463347164592
4H,golden,ks,var_1,4,2025-01-03 08:00:00,2025-01-03 12:00:00,0 days 04:00:00,0.15872752420470262
4H,golden,ks,var_1,5,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.3362448132780083
4H,golden,ks,var_1,6,2025-01-05 00:00:00,2025-01-05 04:00:00,0 days 04:00:00,0.21261756569847856
4H,golden,ks,var_1,7,2025-01-07 08:00:00,2025-01-07 16:00:00,0 days 08:00:00,0.19852005532503458
4H,golden,ks,var_1,8,2025-01-07 20:00:00,2025-01-08 00:00:00,0 days 04:00:00,0.2091804979253112
4H,golden,ks,var_1,9,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.1926832641770401
4H,golden,ks,var_1,10,2025-01-09 12:00:00,2025-01-09 16:00:00,0 days 04:00:00,0.31506569847856153
4H,golden,ks,var_1,11,2025-01-10 00:00:00,2025-01-10 04:00:00,0 days 04:00:00,0.16836445366528355
4H,golden,ks,var_1,12,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.1630878284923928
4H,golden,ks,var_1,13,2025-01-11 04:00:00,2025-01-11 20:00:00,0 days 16:00:00,0.18992392807745506
4H,golden,ks,var_1,14,2025-01-12 00:00:00,2025-01-12 04:00:00,0 days 04:00:00,0.1564903181189488
4H,golden,ks,var_1,15,2025-01-12 12:00:00,2025-01-12 16:00:00,0 days 04:00:00,0.1532088520055325
4H,golden,ks,var_1,16,2025-01-12 20:00:00,2025-01-13 00:00:00,0 days 04:00:00,0.21706085753803597
4H,golden,ks,var_1,17,2025-01-13 08:00:00,2025-01-13 16:00:00,0 days 08:00:00,0.2444536652835408
4H,golden,ks,var_1,18,2025-01-13 20:00:00,2025-01-16 04:00:00,2 days 08:00:00,0.4653769017980636
4H,golden,ks,var_1,19,2025-01-17 00:00:00,2025-01-17 08:00:00,0 days 08:00:00,0.19670816044260028
4H,golden,ks,var_1,20,2025-01-18 08:00:00,2025-01-18 12:00:00,0 days 04:00:00,0.23463001383125864
4H,golden,ks,var_1,21,2025-01-19 00:00:00,2025-01-20 08:00:00,1 days 08:00:00,0.6031396957123099
4H,golden,ks,var_1,22,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.211469571230982
4H,golden,ks,var_10,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.21978215767634854
4H,golden,ks,var_10,2,2025-01-02 04:00:00,2025-01-02 08:00:00,0 days 04:00:00,0.15094398340248963
4H,golden,ks,var_10,3,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.15263485477178423
4H,golden,ks,var_10,4,2025-01-04 04:00:00,2025-01-04 08:00:00,0 days 04:00:00,0.16393499308437068
4H,golden,ks,var_10,5,2025-01-04 12:00:00,2025-01-04 16:00:00,0 days 04:00:00,0.22806708160442601
4H,golden,ks,var_10,6,2025-01-06 00:00:00,2025-01-06 04:00:00,0 days 04:00:00,0.202268326417704
4H,golden,ks,var_10,7,2025-01-06 08:00:00,2025-01-10 20:00:00,4 days 12:00:00,0.8170297372060857
4H,golden,ks,var_10,8,2025-01-11 00:00:00,2025-01-11 08:00:00,0 days 08:00:00,0.29921507607192255
4H,golden,ks,var_10,9,2025-01-11 12:00:00,2025-01-11 20:00:00,0 days 08:00:00,0.23713001383125865
4H,golden,ks,var_10,10,2025-01-12 00:00:00,2025-01-12 04:00:00,0 days 04:00:00,0.22934993084370678
4H,golden,ks,var_10,11,2025-01-12 08:00:00,2025-01-14 12:00:00,2 days 04:00:00,0.4841113416320885
4H,golden,ks,var_10,12,2025-01-14 16:00:00,2025-01-15 00:00:00,0 days 08:00:00,0.25103734439834025
4H,golden,ks,var_10,13,2025-01-16 12:00:00,2025-01-17 20:00:00,1 days 08:00:00,0.7104840940525587
4H,golden,ks,var_10,14,2025-01-18 04:00:00,2025-01-20 08:00:00,2 days 04:00:00,0.48876210235131395
4H,golden,ks,var_10,15,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.20126210235131398
4H,golden,ks,var_2,1,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.22426694329183955
4H,golden,ks,var_2,2,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.17304979253112032
4H,golden,ks,var_2,3,2025-01-04 20:00:00,2025-01-05 08:00:00,0 days 12:00:00,0.20266943291839556
4H,golden,ks,var_2,4,2025-01-05 12:00:00,2025-01-05 16:00:00,0 days 04:00:00,0.22200899031811894
4H,golden,ks,var_2,5,2025-01-06 12:00:00,2025-01-06 16:00:00,0 days 04:00:00,0.16520055325034577
4H,golden,ks,var_2,6,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.2760719225449516
4H,golden,ks,var_2,7,2025-01-08 12:00:00,2025-01-08 16:00:00,0 days 04:00:00,0.15264522821576765
4H,golden,ks,var_2,8,2025-01-09 00:00:00,2025-01-09 04:00:00,0 days 04:00:00,0.1795435684647303
4H,golden,ks,var_2,9,2025-01-09 12:00:00,2025-01-09 16:00:00,0 days 04:00:00,0.17284232365145227
4H,golden,ks,var_2,10,2025-01-10 12:00:00,2025-01-10 16:00:00,0 days 04:00:00,0.24513485477178423
4H,golden,ks,var_2,11,2025-01-10 20:00:00,2025-01-11 00:00:00,0 days 04:00:00,0.21346818810511756
4H,golden,ks,var_2,12,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.1542496542185339
4H,golden,ks,var_2,13,2025-01-12 16:00:00,2025-01-12 20:00:00,0 days 04:00:00,0.15942254495159058
4H,golden,ks,var_2,14,2025-01-14 00:00:00,2025-01-14 08:00:00,0 days 08:00:00,0.19726486860304288
4H,golden,ks,var_2,15,2025-01-14 12:00:00,2025-01-15 04:00:00,0 days 16:00:00,0.2561549100968188
4H,golden,ks,var_2,16,2025-01-16 00:00:00,2025-01-17 16:00:00,1 days 16:00:00,0.6494260027662517
4H,golden,ks,var_2,17,2025-01-17 20:00:00,2025-01-18 08:00:00,0 days 12:00:00,0.2620228215767635
4H,golden,ks,var_2,18,2025-01-18 12:00:00,2025-01-19 00:00:00,0 days 12:00:00,0.2508817427385892
4H,golden,ks,var_2,19,2025-01-19 08:00:00,2025-01-19 12:00:00,0 days 04:00:00,0.20799446749654218
4H,golden,ks,var_2,20,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.1978423236514523
4H,golden,ks,var_2,21,2025-01-20 16:00:00,2025-01-20 20:00:00,0 days 04:00:00,0.2268326417704011
4H,golden,ks,var_3,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.21473374827109268
4H,golden,ks,var_3,2,2025-01-02 00:00:00,2025-01-02 04:00:00,0 days 04:00:00,0.17582641770401106
4H,golden,ks,var_3,3,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.23127939142461965
4H,golden,ks,var_3,4,2025-01-04 08:00:00,2025-01-04 12:00:00,0 days 04:00:00,0.15234094052558783
4H,golden,ks,var_3,5,2025-01-05 00:00:00,2025-01-05 12:00:00,0 days 12:00:00,0.22642116182572614
4H,golden,ks,var_3,6,2025-01-05 16:00:00,2025-01-05 20:00:00,0 days 04:00:00,0.214716459197787
4H,golden,ks,var_3,7,2025-01-06 16:00:00,2025-01-07 00:00:00,0 days 08:00:00,0.22108921161825726
4H,golden,ks,var_3,8,2025-01-07 20:00:00,2025-01-08 04:00:00,0 days 08:00:00,0.18207814661134164
4H,golden,ks,var_3,9,2025-01-08 08:00:00,2025-01-08 12:00:00,0 days 04:00:00,0.16233748271092668
4H,golden,ks,var_3,10,2025-01-08 20:00:00,2025-01-09 00:00:00,0 days 04:00:00,0.15193983402489628
4H,golden,ks,var_3,11,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.2374100968188105
4H,golden,ks,var_3,12,2025-01-10 04:00:00,2025-01-10 08:00:00,0 days 04:00:00,0.1548063623789765
4H,golden,ks,var_3,13,2025-01-10 12:00:00,2025-01-10 16:00:00,0 days 04:00:00,0.17548409405255877
4H,golden,ks,var_3,14,2025-01-10 20:00:00,2025-01-11 00:00:00,0 days 04:00:00,0.21822614107883817
4H,golden,ks,var_3,15,2025-01-11 12:00:00,2025-01-11 16:00:00,0 days 04:00:00,0.15560511756569848
4H,golden,ks,var_3,16,2025-01-13 00:00:00,2025-01-13 04:00:00,0 days 04:00:00,0.17489280774550484
4H,golden,ks,var_3,17,2025-01-13 08:00:00,2025-01-13 12:00:00,0 days 04:00:00,0.16093360995850622
4H,golden,ks,var_3,18,2025-01-14 00:00:00,2025-01-14 04:00:00,0 days 04:00:00,0.16955739972337483
4H,golden,ks,var_3,19,2025-01-14 20:00:00,2025-01-15 08:00:00,0 days 12:00:00,0.24935338865836792
4H,golden,ks,var_3,20,2025-01-15 12:00:00,2025-01-16 00:00:00,0 days 12:00:00,0.3223374827109267
4H,golden,ks,var_3,21,2025-01-16 04:00:00,2025-01-19 04:00:00,3 days 00:00:00,0.3998063623789765
4H,golden,ks,var_3,22,2025-01-19 08:00:00,2025-01-20 20:00:00,1 days 12:00:00,0.5339004149377593
4H,golden,ks,var_4,1,2025-01-02 00:00:00,2025-01-02 04:00:00,0 days 04:00:00,0.17049100968188105
4H,golden,ks,var_4,2,2025-01-03 08:00:00,2025-01-03 12:00:00,0 days 04:00:00,0.2069225449515906
4H,golden,ks,var_4,3,2025-01-03 16:00:00,2025-01-03 20:00:00,0 days 04:00:00,0.16061894882434302
4H,golden,ks,var_4,4,2025-01-04 20:00:00,2025-01-05 00:00:00,0 days 04:00:00,0.19270401106500692
4H,golden,ks,var_4,5,2025-01-05 20:00:00,2025-01-06 00:00:00,0 days 04:00:00,0.22366182572614107
4H,golden,ks,var_4,6,2025-01-06 20:00:00,2025-01-07 04:00:00,0 days 08:00:00,0.1848686030428769
4H,golden,ks,var_4,7,2025-01-07 08:00:00,2025-01-07 12:00:00,0 days 04:00:00,0.1770435684647303
4H,golden,ks,var_4,8,2025-01-08 00:00:00,2025-01-08 08:00:00,0 days 08:00:00,0.21431881051175658
4H,golden,ks,var_4,9,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.1901002766251729
4H,golden,ks,var_4,10,2025-01-10 16:00:00,2025-01-13 08:00:00,2 days 16:00:00,0.6197544951590594
4H,golden,ks,var_4,11,2025-01-13 20:00:00,2025-01-14 12:00:00,0 days 16:00:00,0.3723547717842324
4H,golden,ks,var_4,12,2025-01-14 20:00:00,2025-01-15 08:00:00,0 days 12:00:00,0.29155601659751035
4H,golden,ks,var_4,13,2025-01-15 16:00:00,2025-01-16 20:00:00,1 days 04:00:00,0.6836791147994468
4H,golden,ks,var_4,14,2025-01-17 12:00:00,2025-01-19 00:00:00,1 days 12:00:00,0.8600691562932227
4H,golden,ks,var_4,15,2025-01-19 08:00:00,2025-01-20 08:00:00,1 days 00:00:00,0.9008679114799447
4H,golden,ks,var_4,16,2025-01-20 12:00:00,2025-01-20 20:00:00,0 days 08:00:00,0.19206085753803595
4H,golden,ks,var_5,1,2025-01-01 08:00:00,2025-01-01 12:00:00,0 days 04:00:00,0.15476486860304287
4H,golden,ks,var_5,2,2025-01-02 08:00:00,2025-01-02 12:00:00,0 days 04:00:00,0.16508298755186723
4H,golden,ks,var_5,3,2025-01-03 12:00:00,2025-01-03 16:00:00,0 days 04:00:00,0.19315352697095436
4H,golden,ks,var_5,4,2025-01-04 00:00:00,2025-01-04 04:00:00,0 days 04:00:00,0.21726832641770402
4H,golden,ks,var_5,5,2025-01-04 20:00:00,2025-01-05 00:00:00,0 days 04:00:00,0.16443983402489626
4H,golden,ks,var_5,6,2025-01-05 04:00:00,2025-01-05 08:00:00,0 days 04:00:00,0.24819156293222683
4H,golden,ks,var_5,7,2025-01-06 12:00:00,2025-01-07 00:00:00,0 days 12:00:00,0.183067081604426
4H,golden,ks,var_5,8,2025-01-09 16:00:00,2025-01-09 20:00:00,0 days 04:00:00,0.21756569847856155
4H,golden,ks,var_5,9,2025-01-10 00:00:00,2025-01-10 08:00:00,0 days 08:00:00,0.2452731673582296
4H,golden,ks,var_5,10,2025-01-10 16:00:00,2025-01-10 20:00:00,0 days 04:00:00,0.16076071922544952
4H,golden,ks,var_5,11,2025-01-12 08:00:00,2025-01-12 12:00:00,0 days 04:00:00,0.15787690179806363
4H,golden,ks,var_5,12,2025-01-13 12:00:00,2025-01-13 20:00:00,0 days 08:00:00,0.18895573997233747
4H,golden,ks,var_5,13,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.17242392807745505
4H,golden,ks,var_5,14,2025-01-14 20:00:00,2025-01-15 00:00:00,0 days 04:00:00,0.22178423236514522
4H,golden,ks,var_5,15,2025-01-15 04:00:00,2025-01-15 12:00:00,0 days 08:00:00,0.20858921161825725
4H,golden,ks,var_5,16,2025-01-15 16:00:00,2025-01-17 00:00:00,1 days 08:00:00,0.7743741355463347
4H,golden,ks,var_5,17,2025-01-17 04:00:00,2025-01-17 12:00:00,0 days 08:00:00,0.22324343015214385
4H,golden,ks,var_5,18,2025-01-17 16:00:00,2025-01-17 20:00:00,0 days 04:00:00,0.24395228215767634
4H,golden,ks,var_5,19,2025-01-18 20:00:00,2025-01-19 00:00:00,0 days 04:00:00,0.1732710926694329
4H,golden,ks,var_5,20,2025-01-19 08:00:00,2025-01-19 12:00:00,0 days 04:00:00,0.2377731673582296
4H,golden,ks,var_5,21,2025-01-20 04:00:00,2025-01-20 08:00:00,0 days 04:00:00,0.2499066390041494
4H,golden,ks,var_5,22,2025-01-20 12:00:00,2025-01-20 16:00:00,0 days 04:00:00,0.2517634854771784
4H,golden,ks,var_6,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.16852400711321874
4H,golden,ks,var_6,2,2025-01-01 20:00:00,2025-01-02 00:00:00,0 days 04:00:00,0.22900414937759336
4H,golden,ks,var_6,3,2025-01-03 12:00:00,2025-01-03 16:00:00,0 days 04:00:00,0.22261756569847857
4H,golden,ks,var_6,4,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.18312240663900414
4H,golden,ks,var_6,5,2025-01-05 08:00:00,2025-01-05 12:00:00,0 days 04:00:00,0.26256569847856154
4H,golden,ks,var_6,6,2025-01-06 16:00:00,2025-01-07 04:00:00,0 days 12:00:00,0.1731051175656985
4H,golden,ks,var_6,7,2025-01-07 12:00:00,2025-01-07 16:00:00,0 days 04:00:00,0.16515214384508992
4H,golden,ks,var_6,8,2025-01-08 04:00:00,2025-01-08 08:00:00,0 days 04:00:00,0.18284232365145228
4H,golden,ks,var_6,9,2025-01-10 08:00:00,2025-01-10 16:00:00,0 days 08:00:00,0.19073997233748272
4H,golden,ks,var_6,10,2025-01-11 00:00:00,2025-01-11 04:00:00,0 days 04:00:00,0.16211272475795296
4H,golden,ks,var_6,11,2025-01-11 08:00:00,2025-01-13 12:00:00,2 days 04:00:00,0.6182088520055325
4H,golden,ks,var_6,12,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.1584508990318119
4H,golden,ks,var_6,13,2025-01-17 12:00:00,2025-01-17 20:00:00,0 days 08:00:00,0.25035615491009683
4H,golden,ks,var_6,14,2025-01-18 00:00:00,2025-01-19 16:00:00,1 days 16:00:00,0.46450899031811893
4H,golden,ks,var_6,15,2025-01-19 20:00:00,2025-01-20 12:00:00,0 days 16:00:00,0.27419778699861685
4H,golden,ks,var_7,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.228196008693934
4H,golden,ks,var_7,2,2025-01-01 12:00:00,2025-01-01 20:00:00,0 days 08:00:00,0.18219917012448134
4H,golden,ks,var_7,3,2025-01-02 00:00:00,2025-01-02 04:00:00,0 days 04:00:00,0.1658298755186722
4H,golden,ks,var_7,4,2025-01-02 12:00:00,2025-01-04 16:00:00,2 days 04:00:00,0.7686791147994467
4H,golden,ks,var_7,5,2025-01-04 20:00:00,2025-01-05 00:00:00,0 days 04:00:00,0.23294951590594745
4H,golden,ks,var_7,6,2025-01-05 04:00:00,2025-01-05 12:00:00,0 days 08:00:00,0.20423236514522822
4H,golden,ks,var_7,7,2025-01-06 04:00:00,2025-01-06 12:00:00,0 days 08:00:00,0.24634854771784231
4H,golden,ks,var_7,8,2025-01-07 16:00:00,2025-01-07 20:00:00,0 days 04:00:00,0.1525103734439834
4H,golden,ks,var_7,9,2025-01-08 12:00:00,2025-01-08 16:00:00,0 days 04:00:00,0.19306362378976488
4H,golden,ks,var_7,10,2025-01-09 20:00:00,2025-01-10 00:00:00,0 days 04:00:00,0.2276313969571231
4H,golden,ks,var_7,11,2025-01-10 08:00:00,2025-01-10 12:00:00,0 days 04:00:00,0.23943983402489627
4H,golden,ks,var_7,12,2025-01-11 08:00:00,2025-01-11 12:00:00,0 days 04:00:00,0.2068015214384509
4H,golden,ks,var_7,13,2025-01-12 00:00:00,2025-01-12 12:00:00,0 days 12:00:00,0.18874827109266942
4H,golden,ks,var_7,14,2025-01-13 00:00:00,2025-01-13 04:00:00,0 days 04:00:00,0.2174792531120332
4H,golden,ks,var_7,15,2025-01-13 08:00:00,2025-01-13 20:00:00,0 days 12:00:00,0.29662517289073304
4H,golden,ks,var_7,16,2025-01-14 00:00:00,2025-01-14 20:00:00,0 days 20:00:00,0.46879668049792533
4H,golden,ks,var_7,17,2025-01-15 00:00:00,2025-01-15 04:00:00,0 days 04:00:00,0.1728112033195021
4H,golden,ks,var_7,18,2025-01-15 12:00:00,2025-01-15 20:00:00,0 days 08:00:00,0.21976832641770402
4H,golden,ks,var_7,19,2025-01-16 00:00:00,2025-01-16 04:00:00,0 days 04:00:00,0.18999654218533887
4H,golden,ks,var_7,20,2025-01-16 08:00:00,2025-01-16 12:00:00,0 days 04:00:00,0.24701936376210235
4H,golden,ks,var_7,21,2025-01-16 16:00:00,2025-01-16 20:00:00,0 days 04:00:00,0.24377939142461963
4H,golden,ks,var_7,22,2025-01-17 16:00:00,2025-01-18 00:00:00,0 days 08:00:00,0.1622994467496542
4H,golden,ks,var_7,23,2025-01-18 08:00:00,2025-01-18 12:00:00,0 days 04:00:00,0.249612724757953
4H,golden,ks,var_7,24,2025-01-19 08:00:00,2025-01-20 20:00:00,1 days 12:00:00,0.6770297372060857
4H,golden,ks,var_8,1,2025-01-01 04:00:00,2025-01-01 08:00:00,0 days 04:00:00,0.268247381940328
4H,golden,ks,var_8,2,2025-01-01 16:00:00,2025-01-01 20:00:00,0 days 04:00:00,0.33747579529737204
4H,golden,ks,var_8,3,2025-01-02 00:00:00,2025-01-02 04:00:00,0 days 04:00:00,0.17921161825726142
4H,golden,ks,var_8,4,2025-01-02 08:00:00,2025-01-02 20:00:00,0 days 12:00:00,0.21055325034578146
4H,golden,ks,var_8,5,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.330618948824343
4H,golden,ks,var_8,6,2025-01-03 20:00:00,2025-01-04 00:00:00,0 days 04:00:00,0.16398340248962656
4H,golden,ks,var_8,7,2025-01-06 04:00:00,2025-01-06 08:00:00,0 days 04:00:00,0.18237551867219917
4H,golden,ks,var_8,8,2025-01-07 12:00:00,2025-01-07 20:00:00,0 days 08:00:00,0.23469917012448133
4H,golden,ks,var_8,9,2025-01-08 12:00:00,2025-01-08 20:00:00,0 days 08:00:00,0.18176694329183957
4H,golden,ks,var_8,10,2025-01-09 08:00:00,2025-01-09 12:00:00,0 days 04:00:00,0.17466804979253112
4H,golden,ks,var_8,11,2025-01-09 16:00:00,2025-01-11 04:00:00,1 days 12:00:00,0.264508990318119
4H,golden,ks,var_8,12,2025-01-11 08:00:00,2025-01-11 12:00:00,0 days 04:00:00,0.25858921161825726
4H,golden,ks,var_8,13,2025-01-11 20:00:00,2025-01-12 08:00:00,0 days 12:00:00,0.19773858921161827
4H,golden,ks,var_8,14,2025-01-12 12:00:00,2025-01-12 20:00:00,0 days 08:00:00,0.198865836791148
4H,golden,ks,var_8,15,2025-01-13 04:00:00,2025-01-13 08:00:00,0 days 04:00:00,0.19796680497925312
4H,golden,ks,var_8,16,2025-01-13 12:00:00,2025-01-13 16:00:00,0 days 04:00:00,0.17029391424619642
4H,golden,ks,var_8,17,2025-01-14 12:00:00,2025-01-14 16:00:00,0 days 04:00:00,0.15987551867219918
4H,golden,ks,var_8,18,2025-01-15 08:00:00,2025-01-16 12:00:00,1 days 04:00:00,0.5839211618257262
4H,golden,ks,var_8,19,2025-01-17 12:00:00,2025-01-20 20:00:00,3 days 08:00:00,0.8397890733056708
4H,golden,ks,var_9,1,2025-01-01 08:00:00,2025-01-01 16:00:00,0 days 08:00:00,0.18499308437067774
4H,golden,ks,var_9,2,2025-01-02 12:00:00,2025-01-02 16:00:00,0 days 04:00:00,0.18364107883817427
4H,golden,ks,var_9,3,2025-01-02 20:00:00,2025-01-03 00:00:00,0 days 04:00:00,0.16888312586445367
4H,golden,ks,var_9,4,2025-01-03 04:00:00,2025-01-03 08:00:00,0 days 04:00:00,0.20952627939142462
4H,golden,ks,var_9,5,2025-01-03 20:00:00,2025-01-04 12:00:00,0 days 16:00:00,0.2451521438450899
4H,golden,ks,var_9,6,2025-01-05 12:00:00,2025-01-05 16:00:00,0 days 04:00:00,0.18978907330567082
4H,golden,ks,var_9,7,2025-01-06 08:00:00,2025-01-06 12:00:00,0 days 04:00:00,0.21124827109266944
4H,golden,ks,var_9,8,2025-01-07 00:00:00,2025-01-07 04:00:00,0 days 04:00:00,0.2052247579529737
4H,golden,ks,var_9,9,2025-01-07 08:00:00,2025-01-07 16:00:00,0 days 08:00:00,0.2082607192254495
4H,golden,ks,var_9,10,2025-01-08 00:00:00,2025-01-08 04:00:00,0 days 04:00:00,0.22678423236514522
4H,golden,ks,var_9,11,2025-01-08 20:00:00,2025-01-09 00:00:00,0 days 04:00:00,0.1615594744121715
4H,golden,ks,var_9,12,2025-01-09 04:00:00,2025-01-09 08:00:00,0 days 04:00:00,0.2426521438450899
