window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max,n_windows,matched_manual,auto_len_sec
6H,seasonal,wasserstein,var_4,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.31064857187253386,1,False,21600.0
6H,seasonal,wasserstein,var_4,4,2025-01-11 00:00:00,2025-01-20 18:00:00,9 days 18:00:00,6.725730660824371,39,True,842400.0
6H,seasonal,wasserstein,var_5,1,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.3151081825526684,1,False,21600.0
6H,seasonal,wasserstein,var_5,2,2025-01-09 18:00:00,2025-01-10 00:00:00,0 days 06:00:00,0.2170763131719087,1,False,21600.0
6H,seasonal,wasserstein,var_5,3,2025-01-10 06:00:00,2025-01-10 12:00:00,0 days 06:00:00,0.5171235500500524,1,False,21600.0
6H,seasonal,wasserstein,var_5,4,2025-01-10 18:00:00,2025-01-11 00:00:00,0 days 06:00:00,0.6075392357613245,1,False,21600.0
6H,seasonal,wasserstein,var_5,5,2025-01-11 06:00:00,2025-01-11 12:00:00,0 days 06:00:00,0.3113492969246702,1,False,21600.0
6H,seasonal,wasserstein,var_5,6,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.2660940560644347,1,False,21600.0
6H,seasonal,wasserstein,var_5,7,2025-01-13 12:00:00,2025-01-13 18:00:00,0 days 06:00:00,0.2686376401378864,1,False,21600.0
6H,seasonal,wasserstein,var_5,8,2025-01-14 00:00:00,2025-01-15 00:00:00,1 days 00:00:00,0.30783575820768855,4,False,86400.0
6H,seasonal,wasserstein,var_5,9,2025-01-15 18:00:00,2025-01-20 18:00:00,5 days 00:00:00,2.7640863701231146,20,True,432000.0
6H,seasonal,wasserstein,var_6,1,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.3458099680458824,2,False,43200.0
6H,seasonal,wasserstein,var_6,2,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.2871459809162808,1,False,21600.0
6H,seasonal,wasserstein,var_6,3,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.21463599084950877,1,True,21600.0
6H,seasonal,wasserstein,var_6,4,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,2.8679137176175216,37,True,799200.0
6H,seasonal,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,1.2014537513885322,8,True,172800.0
6H,seasonal,wasserstein,var_7,2,2025-01-04 18:00:00,2025-01-06 12:00:00,1 days 18:00:00,0.5999559886549632,7,False,151200.0
6H,seasonal,wasserstein,var_7,3,2025-01-06 18:00:00,2025-01-07 00:00:00,0 days 06:00:00,0.37445898264544597,1,False,21600.0
6H,seasonal,wasserstein,var_7,4,2025-01-07 18:00:00,2025-01-09 18:00:00,2 days 00:00:00,1.3515836707758393,8,False,172800.0
6H,seasonal,wasserstein,var_7,5,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.3718592643675859,1,False,21600.0
6H,seasonal,wasserstein,var_7,6,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.4306949988191823,1,False,21600.0
6H,seasonal,wasserstein,var_7,7,2025-01-12 00:00:00,2025-01-12 12:00:00,0 days 12:00:00,0.45584907841588407,2,False,43200.0
6H,seasonal,wasserstein,var_7,8,2025-01-13 00:00:00,2025-01-20 18:00:00,7 days 18:00:00,3.2829110651241784,31,True,669600.0
6H,seasonal,wasserstein,var_8,1,2025-01-07 12:00:00,2025-01-08 12:00:00,1 days 00:00:00,0.3656554213032748,4,False,86400.0
6H,seasonal,wasserstein,var_8,2,2025-01-09 00:00:00,2025-01-09 06:00:00,0 days 06:00:00,0.4528371780784931,1,False,21600.0
6H,seasonal,wasserstein,var_8,3,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.26418190858985957,1,False,21600.0
6H,seasonal,wasserstein,var_8,4,2025-01-11 12:00:00,2025-01-12 06:00:00,0 days 18:00:00,0.6399995492478054,3,False,64800.0
6H,seasonal,wasserstein,var_8,5,2025-01-12 18:00:00,2025-01-13 06:00:00,0 days 12:00:00,0.33505070336999565,2,False,43200.0
6H,seasonal,wasserstein,var_8,6,2025-01-13 18:00:00,2025-01-14 00:00:00,0 days 06:00:00,0.3734634417702063,1,False,21600.0
6H,seasonal,wasserstein,var_8,7,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.4084532933906919,1,False,21600.0
6H,seasonal,wasserstein,var_8,8,2025-01-15 06:00:00,2025-01-20 18:00:00,5 days 12:00:00,5.283520321222956,22,True,475200.0
6H,seasonal,wasserstein,var_9,1,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.5557958214022835,1,False,21600.0
6H,seasonal,wasserstein,var_9,2,2025-01-08 18:00:00,2025-01-09 00:00:00,0 days 06:00:00,0.4038482381881062,1,False,21600.0
6H,seasonal,wasserstein,var_9,3,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.3756889343703631,1,False,21600.0
6H,seasonal,wasserstein,var_9,4,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.3091212308941805,1,True,21600.0
6H,seasonal,wasserstein,var_9,5,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,2.6894761247687073,37,True,799200.0
